Year,Org Name,Org Code,Spec Ed. Grad Rate - Grad Cohort #,Spec Ed. Grad Rate - Grad #,Spec Ed. Grad Rate - Grad %,Spec Ed. Dropout - Enr #,Spec Ed. Dropout - Drop #,Spec Ed. Dropout - Drop %,LRE Ages 6-21 - Students #,LRE Ages 6-21 - Full Incl #,LRE Ages 6-21 - Full Incl %,LRE Ages 3-5 - Students #,LRE Ages 3-5 - Full Incl #,LRE Ages 3-5 - Full Incl %,Cohort Completion Year,Substantial growth of knowledge & skills,Survey Period,Surv Meet Std #,Surv Meet Std %,Sch Yr Rev,# of Students Engaged,Dist Rate
2009,Boylston,390000,NA,NA,NA,NA,NA,NA,35,30,85.70%,,,,-,N/A,Spring 2009,10,83.3,2007-08,NA,NA
2009,Braintree,400000,78,65,83.30%,224,3,1.30%,998,661,66.20%,,,,-,N/A,Fall 2006,120,83.3,2008-09,44,97.80%
2009,Brewster,410000,NA,NA,NA,NA,NA,NA,48,43,89.60%,,,,-,N/A,Fall 2006,NR,NR,2008-09,NA,NA
2009,Brimfield,430000,NA,NA,NA,NA,NA,NA,39,22,56.40%,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Brockton,440000,160,73,45.60%,454,40,8.80%,1993,1413,70.90%,,,,-,N/A,Fall 2006,178,76.4,2008-09,22,75.90%
2009,Brookfield,450000,NA,NA,NA,NA,NA,NA,43,34,79.10%,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Brookline,460000,121,95,78.50%,308,6,1.90%,1003,644,64.20%,,,,-,N/A,Spring 2009,158,77.5,2007-08,63,98.40%
2009,Burlington,480000,43,36,83.70%,93,0,0%,450,328,72.90%,,,,-,N/A,Spring 2009,108,78.8,2007-08,-,-
2009,Cambridge,490000,107,77,72%,260,1,0.40%,1213,852,70.20%,,,,-,N/A,Spring 2008,113,77.9,2006-07,49,98%
2009,Canton,500000,34,25,73.50%,93,2,2.20%,424,286,67.50%,,,,-,N/A,Spring 2008,65,81.3,2008-09,17,100%
2009,Carlisle,510000,NA,NA,NA,NA,NA,NA,85,71,83.50%,,,,-,N/A,Fall 2006,11,84.6,2008-09,NA,NA
2009,Carver,520000,23,12,52.20%,56,4,7.10%,277,128,46.20%,,,,-,N/A,Spring 2008,38,76,2006-07,-,-
2009,Chatham,550000,7,4,57.10%,23,0,0%,79,37,46.80%,,,,-,N/A,Spring 2009,19,65.5,2007-08,-,-
2009,Chelmsford,560000,82,62,75.60%,210,10,4.80%,751,442,58.90%,,,,-,N/A,Fall 2006,105,82,2008-09,30,100%
2009,Chelsea,570000,74,21,28.40%,196,27,13.80%,749,360,48.10%,,,,-,N/A,Spring 2008,47,82.5,2006-07,-,-
2009,Chicopee,610000,142,53,37.30%,402,48,11.90%,1098,527,48%,,,,-,N/A,Fall 2006,109,76.8,2008-09,46,95.80%
2009,Clarksburg,630000,2,-,-,NA,NA,NA,26,21,80.80%,,,,-,N/A,Spring 2009,-,-,2007-08,NA,NA
2009,Clinton,640000,24,18,75%,91,4,4.40%,314,183,58.30%,,,,-,N/A,Spring 2008,40,81.6,2006-07,11,91.70%
2009,Cohasset,650000,29,24,82.80%,38,3,7.90%,162,134,82.70%,,,,-,N/A,Spring 2009,21,61.8,2007-08,-,-
2009,Concord,670000,NA,NA,NA,NA,NA,NA,340,202,59.40%,,,,-,N/A,Fall 2006,73,77.7,2008-09,NA,NA
2009,Conway,680000,NA,NA,NA,NA,NA,NA,32,18,56.30%,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Danvers,710000,42,19,45.20%,132,3,2.30%,502,365,72.70%,,,,-,N/A,Spring 2008,67,69.1,2006-07,-,-
2009,Dartmouth,720000,55,38,69.10%,146,8,5.50%,537,301,56.10%,,,,-,N/A,Spring 2009,97,80.8,2007-08,-,-
2009,Dedham,730000,45,35,77.80%,132,3,2.30%,543,342,63%,,,,-,N/A,Spring 2007,74,71.8,2008-09,-,-
2009,Deerfield,740000,NA,NA,NA,NA,NA,NA,67,39,58.20%,,,,-,N/A,Spring 2008,15,88.2,2006-07,NA,NA
2009,Douglas,770000,7,5,71.40%,56,2,3.60%,255,174,68.20%,,,,-,N/A,Spring 2007,24,66.7,2008-09,-,-
2009,Dover,780000,NA,NA,NA,NA,NA,NA,54,51,94.40%,,,,-,N/A,Spring 2007,16,94.1,2008-09,NA,NA
2009,Dracut,790000,51,26,51%,110,11,10%,450,270,60%,,,,-,N/A,Spring 2008,51,57.3,2006-07,-,-
2009,Duxbury,820000,33,26,78.80%,107,0,0%,388,297,76.50%,,,,-,N/A,Spring 2008,44,61.1,2006-07,-,-
2009,East Bridgewater,830000,24,17,70.80%,57,3,5.30%,299,223,74.60%,,,,-,N/A,Spring 2007,44,75.9,2008-09,-,-
2009,Eastham,850000,NA,NA,NA,NA,NA,NA,30,19,63.30%,,,,-,N/A,Fall 2006,NR,NR,2008-09,NA,NA
2009,Easthampton,860000,30,17,56.70%,77,3,3.90%,276,162,58.70%,,,,-,N/A,Fall 2006,41,75.9,2008-09,-,-
2009,East Longmeadow,870000,65,56,86.20%,189,1,0.50%,621,430,69.20%,,,,-,N/A,Spring 2008,101,78.3,2006-07,-,-
2009,Easton,880000,67,61,91%,158,2,1.30%,636,471,74.10%,,,,-,N/A,Fall 2006,101,77.1,2008-09,13,100%
2009,Edgartown,890000,NA,NA,NA,NA,NA,NA,50,22,44%,,,,-,N/A,Spring 2009,-,-,2007-08,NA,NA
2009,Erving,910000,NA,NA,NA,NA,NA,NA,20,15,75%,,,,-,N/A,Fall 2006,-,-,2008-09,NA,NA
2009,Everett,930000,93,58,62.40%,234,7,3%,841,408,48.50%,,,,-,N/A,Spring 2007,95,79.8,2008-09,12,92.30%
2009,Fairhaven,940000,28,15,53.60%,73,7,9.60%,304,232,76.30%,,,,-,N/A,Spring 2007,48,67.6,2008-09,10,90.90%
2009,Fall River,950000,114,41,36%,386,38,9.80%,1610,1019,63.30%,,,,-,N/A,Spring 2009,176,73.9,2007-08,36,80%
2009,Falmouth,960000,56,39,69.60%,127,9,7.10%,588,339,57.70%,,,,-,N/A,Spring 2009,79,71.2,2007-08,15,100%
2009,Fitchburg,970000,82,45,54.90%,222,8,3.60%,928,314,33.80%,,,,-,N/A,Spring 2007,82,67.8,2008-09,15,100%
2009,Florida,980000,NA,NA,NA,NA,NA,NA,20,19,95%,,,,-,N/A,Spring 2009,-,-,2007-08,NA,NA
2009,Foxborough,990000,64,47,73.40%,135,0,0%,482,313,64.90%,,,,-,N/A,Spring 2009,79,72.5,2007-08,14,93.30%
2009,Framingham,1000000,126,82,65.10%,359,7,1.90%,1601,787,49.20%,,,,-,N/A,Fall 2006,194,79.5,2008-09,48,90.60%
2009,Franklin,1010000,82,68,82.90%,259,1,0.40%,923,591,64%,,,,-,N/A,Spring 2007,174,82.5,2008-09,21,100%
2009,Freetown,1020000,NA,NA,NA,NA,NA,NA,55,42,76.40%,,,,-,N/A,Spring 2009,15,100,2007-08,NA,NA
2009,Gardner,1030000,45,18,40%,93,4,4.30%,445,134,30.10%,,,,-,N/A,Spring 2009,66,76.7,2007-08,0,0%
2009,Georgetown,1050000,13,12,92.30%,60,0,0%,203,167,82.30%,,,,-,N/A,Spring 2008,26,68.4,2006-07,-,-
2009,Gloucester,1070000,66,51,77.30%,211,14,6.60%,666,495,74.30%,,,,-,N/A,Spring 2007,90,75,2008-09,33,94.30%
2009,Gosnold,1090000,1,-,-,NA,NA,NA,1,-,-,,,,-,N/A,Fall 2006,-,-,2006-07,NA,NA
2009,Grafton,1100000,40,26,65%,100,6,6%,441,174,39.50%,,,,-,N/A,Spring 2007,86,79.6,2008-09,-,-
2009,Granby,1110000,14,12,85.70%,62,2,3.20%,183,62,33.90%,,,,-,N/A,Fall 2006,58,89.2,2008-09,-,-
2009,Granville,1120000,NA,NA,NA,NA,NA,NA,24,16,66.70%,,,,-,N/A,Spring 2009,-,-,2007-08,NA,NA
2009,Greenfield,1140000,28,9,32.10%,54,9,16.70%,274,57,20.80%,,,,-,N/A,Spring 2007,32,66.7,2008-09,NA,NA
2009,Hadley,1170000,6,6,100%,26,2,7.70%,74,54,73%,,,,-,N/A,Spring 2007,15,71.4,2008-09,-,-
2009,Halifax,1180000,2,-,-,NA,NA,NA,84,46,54.80%,,,,-,N/A,Fall 2006,9,64.3,2008-09,NA,NA
2009,Hancock,1210000,NA,NA,NA,NA,NA,NA,5,-,-,,,,-,N/A,Spring 2009,-,-,2006-07,NA,NA
2009,Hanover,1220000,35,27,77.10%,91,0,0%,384,289,75.30%,,,,-,N/A,Spring 2007,89,73.6,2008-09,11,100%
2009,Harvard,1250000,16,15,93.80%,58,0,0%,214,180,84.10%,,,,-,N/A,Spring 2007,37,74,2008-09,11,100%
2009,Harwich,1260000,28,18,64.30%,50,4,8%,202,131,64.90%,,,,-,N/A,Spring 2007,31,68.9,2008-09,12,100%
2009,Hatfield,1270000,7,6,85.70%,17,0,0%,56,40,71.40%,,,,-,N/A,Fall 2006,11,64.7,2008-09,-,-
2009,Haverhill,1280000,134,54,40.30%,354,2,0.60%,1246,532,42.70%,,,,-,N/A,Fall 2006,125,71.8,2008-09,26,100%
2009,Hingham,1310000,38,33,86.80%,110,0,0%,505,429,85%,,,,-,N/A,Spring 2008,76,75.2,2006-07,16,100%
2009,Holbrook,1330000,22,14,63.60%,41,2,4.90%,236,90,38.10%,,,,-,N/A,Spring 2007,43,87.8,2008-09,-,-
2009,Holland,1350000,NA,NA,NA,NA,NA,NA,47,17,36.20%,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Holliston,1360000,32,25,78.10%,115,1,0.90%,425,258,60.70%,,,,-,N/A,Spring 2009,103,88.8,2007-08,14,100%
2009,Holyoke,1370000,139,32,23%,365,48,13.20%,1384,832,60.10%,,,,-,N/A,Spring 2008,81,60.9,2006-07,23,85.20%
2009,Hopedale,1380000,20,14,70%,60,2,3.30%,194,151,77.80%,,,,-,N/A,Spring 2007,34,75.6,2008-09,NA,NA
2009,Hopkinton,1390000,37,32,86.50%,101,2,2%,405,339,83.70%,,,,-,N/A,Fall 2006,55,72.4,2008-09,-,-
2009,Hudson,1410000,47,31,66%,144,3,2.10%,565,388,68.70%,,,,-,N/A,Fall 2006,105,84,2008-09,12,92.30%
2009,Hull,1420000,23,8,34.80%,44,5,11.40%,164,118,72%,,,,-,N/A,Spring 2007,28,77.8,2008-09,16,100%
2009,Ipswich,1440000,27,18,66.70%,81,1,1.20%,296,161,54.40%,,,,-,N/A,Spring 2009,60,84.5,2007-08,-,-
2009,Kingston,1450000,2,-,-,NA,NA,NA,161,92,57.10%,,,,-,N/A,Fall 2006,30,78.9,2008-09,NA,NA
2009,Lakeville,1460000,NA,NA,NA,NA,NA,NA,114,85,74.60%,,,,-,N/A,Spring 2009,28,100,2007-08,NA,NA
2009,Lanesborough,1480000,NA,NA,NA,NA,NA,NA,38,10,26.30%,,,,-,N/A,Spring 2009,12,100,2007-08,NA,NA
2009,Lawrence,1490000,163,36,22.10%,533,76,14.30%,2138,322,15.10%,,,,-,N/A,Spring 2007,202,74.8,2008-09,18,72%
2009,Lee,1500000,19,8,42.10%,40,4,10%,103,66,64.10%,,,,-,N/A,Spring 2008,16,72.7,2006-07,-,-
2009,Leicester,1510000,24,17,70.80%,65,4,6.20%,297,153,51.50%,,,,-,N/A,Spring 2008,58,87.9,2006-07,-,-
2009,Lenox,1520000,8,7,87.50%,23,1,4.30%,88,48,54.50%,,,,-,N/A,Fall 2006,19,86.4,2008-09,NA,NA
2009,Leominster,1530000,75,49,65.30%,268,14,5.20%,996,403,40.50%,,,,-,N/A,Spring 2008,122,78.7,2006-07,32,97%
2009,Leverett,1540000,NA,NA,NA,NA,NA,NA,24,18,75%,,,,-,N/A,Fall 2006,-,-,2008-09,NA,NA
2009,Lexington,1550000,104,84,80.80%,303,1,0.30%,1010,673,66.60%,,,,-,N/A,Spring 2009,187,73.3,2007-08,40,100%
2009,Lincoln,1570000,NA,NA,NA,NA,NA,NA,131,105,80.20%,,,,-,N/A,Spring 2007,22,88,2008-09,NA,NA
2009,Littleton,1580000,23,18,78.30%,57,2,3.50%,278,198,71.20%,,,,-,N/A,Spring 2009,57,87.7,2007-08,-,-
2009,Longmeadow,1590000,46,35,76.10%,147,4,2.70%,517,394,76.20%,,,,-,N/A,Fall 2006,87,66.9,2008-09,40,100%
2009,Lowell,1600000,95,23,24.20%,374,36,9.60%,1935,1205,62.30%,,,,-,N/A,Spring 2009,210,76.9,2007-08,25,92.60%
2009,Ludlow,1610000,65,40,61.50%,167,3,1.80%,493,122,24.70%,,,,-,N/A,Spring 2008,59,63.4,2006-07,16,94.10%
2009,Lunenburg,1620000,22,16,72.70%,55,2,3.60%,215,135,62.80%,,,,-,N/A,Spring 2009,50,79.4,2007-08,-,-
2009,Lynn,1630000,201,95,47.30%,574,73,12.70%,2053,450,21.90%,,,,-,N/A,Spring 2008,161,76.3,2006-07,11,50%
2009,Lynnfield,1640000,24,22,91.70%,71,1,1.40%,261,191,73.20%,,,,-,N/A,Spring 2009,50,78.1,2007-08,12,100%
2009,Malden,1650000,79,43,54.40%,214,16,7.50%,854,554,64.90%,,,,-,N/A,Spring 2009,97,77.6,2007-08,16,88.90%
2009,Mansfield,1670000,66,59,89.40%,265,2,0.80%,844,77,9.10%,,,,-,N/A,Spring 2009,169,75.4,2007-08,32,97%
2009,Marblehead,1680000,56,44,78.60%,182,1,0.50%,490,319,65.10%,,,,-,N/A,Spring 2009,79,73.1,2007-08,19,90.50%
2009,Marion,1690000,NA,NA,NA,NA,NA,NA,56,52,92.90%,,,,-,N/A,Spring 2008,13,76.5,2006-07,NA,NA
2009,Marlborough,1700000,47,26,55.30%,169,7,4.10%,906,498,55%,,,,-,N/A,Spring 2008,131,77.1,2008-09,26,92.90%
2009,Marshfield,1710000,63,52,82.50%,214,1,0.50%,744,484,65.10%,,,,-,N/A,Spring 2009,147,81.2,2007-08,30,96.80%
2009,Mashpee,1720000,47,31,66%,75,4,5.30%,260,155,59.60%,,,,-,N/A,Spring 2007,45,69.2,2008-09,-,-
2009,Mattapoisett,1730000,NA,NA,NA,NA,NA,NA,61,59,96.70%,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Maynard,1740000,21,16,76.20%,52,4,7.70%,201,147,73.10%,,,,-,N/A,Spring 2008,28,87.5,2006-07,-,-
2009,Medfield,1750000,37,35,94.60%,90,0,0%,343,280,81.60%,,,,-,N/A,Spring 2009,59,77.6,2007-08,18,100%
2009,Medford,1760000,99,72,72.70%,293,11,3.80%,863,375,43.50%,,,,-,N/A,Fall 2006,85,66.4,2008-09,71,88.80%
2009,Medway,1770000,27,27,100%,123,0,0%,479,301,62.80%,,,,-,N/A,Fall 2006,69,74.2,2008-09,16,94.10%
2009,Melrose,1780000,45,38,84.40%,138,0,0%,557,366,65.70%,,,,-,N/A,Spring 2009,111,72.5,2007-08,28,96.60%
2009,Methuen,1810000,79,41,51.90%,167,11,6.60%,897,538,60%,,,,-,N/A,Spring 2007,107,65.6,2008-09,19,70.40%
2009,Middleborough,1820000,46,25,54.30%,128,8,6.30%,554,394,71.10%,,,,-,N/A,Spring 2007,69,75,2008-09,10,71.40%
2009,Middleton,1840000,NA,NA,NA,NA,NA,NA,138,76,55.10%,,,,-,N/A,Fall 2006,17,73.9,2008-09,NA,NA
2009,Milford,1850000,54,34,63%,152,7,4.60%,573,262,45.70%,,,,-,N/A,Fall 2006,76,73.8,2008-09,17,89.50%
2009,Millbury,1860000,33,25,75.80%,111,3,2.70%,309,188,60.80%,,,,-,N/A,Spring 2007,42,80.8,2008-09,17,100%
2009,Millis,1870000,13,8,61.50%,21,2,9.50%,176,147,83.50%,,,,-,N/A,Spring 2009,44,81.5,2007-08,-,-
2009,Milton,1890000,50,41,82%,93,1,1.10%,515,249,48.30%,,,,-,N/A,Fall 2006,57,68.7,2008-09,-,-
2009,Monson,1910000,20,14,70%,37,3,8.10%,171,93,54.40%,,,,-,N/A,Spring 2008,24,68.6,2006-07,-,-
2009,Nahant,1960000,NA,NA,NA,NA,NA,NA,28,21,75%,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Nantucket,1970000,22,17,77.30%,56,4,7.10%,158,58,36.70%,,,,-,N/A,Spring 2008,20,50,2006-07,-,-
2009,Natick,1980000,72,57,79.20%,212,2,0.90%,663,410,61.80%,,,,-,N/A,Spring 2008,119,81,2007-08,48,100%
2009,Needham,1990000,47,40,85.10%,181,3,1.70%,620,486,78.40%,,,,-,N/A,Spring 2007,107,67.7,2008-09,28,100%
2009,New Bedford,2010000,157,41,26.10%,502,54,10.80%,2065,1335,64.60%,,,,-,N/A,Spring 2008,143,76.1,2006-07,24,85.70%
2009,Newburyport,2040000,26,23,88.50%,102,4,3.90%,354,276,78%,,,,-,N/A,Spring 2008,63,74.1,2006-07,24,88.90%
2009,Newton,2070000,252,220,87.30%,715,11,1.50%,2077,1584,76.30%,,,,-,N/A,Spring 2007,377,80.4,2008-09,77,91.70%
2009,Norfolk,2080000,NA,NA,NA,NA,NA,NA,170,145,85.30%,,,,-,N/A,Spring 2009,43,71.7,2007-08,NA,NA
2009,North Adams,2090000,42,21,50%,103,14,13.60%,322,201,62.40%,,,,-,N/A,Spring 2009,38,86.4,2007-08,13,76.50%
2009,Northampton,2100000,42,32,76.20%,127,3,2.40%,572,289,50.50%,,,,-,N/A,Spring 2007,95,74.2,2008-09,-,-
2009,North Andover,2110000,53,49,92.50%,135,1,0.70%,578,423,73.20%,,,,-,N/A,Fall 2006,93,74.4,2008-09,-,-
2009,North Attleborough,2120000,58,35,60.30%,131,8,6.10%,717,405,56.50%,,,,-,N/A,Spring 2007,129,81.6,2008-09,12,100%
2009,Northborough,2130000,1,-,-,NA,NA,NA,242,206,85.10%,,,,-,N/A,Fall 2006,59,83.1,2008-09,-,-
2009,Northbridge,2140000,25,19,76%,80,9,11.30%,338,228,67.50%,,,,-,N/A,Spring 2007,49,77.8,2008-09,13,92.90%
2009,North Brookfield,2150000,9,7,77.80%,22,0,0%,103,60,58.30%,,,,-,N/A,Fall 2006,12,70.6,2008-09,-,-
2009,North Reading,2170000,30,25,83.30%,94,0,0%,382,291,76.20%,,,,-,N/A,Spring 2009,64,80,2007-08,24,100%
2009,Norton,2180000,43,30,69.80%,111,4,3.60%,511,279,54.60%,,,,-,N/A,Spring 2007,126,75.9,2008-09,21,95.50%
2009,Norwell,2190000,43,41,95.30%,101,0,0%,341,313,91.80%,,,,-,N/A,Spring 2008,75,84.3,2008-09,-,-
2009,Norwood,2200000,53,36,67.90%,149,6,4%,639,361,56.50%,,,,-,N/A,Spring 2009,87,76.3,2007-08,22,95.70%
2009,Oak Bluffs,2210000,NA,NA,NA,NA,NA,NA,83,71,85.50%,,,,-,N/A,Spring 2009,15,88.2,2007-08,NA,NA
2009,Orange,2230000,NA,NA,NA,NA,NA,NA,110,74,67.30%,,,,-,N/A,Spring 2008,18,85.7,2006-07,NA,NA
2009,Orleans,2240000,NA,NA,NA,NA,NA,NA,41,7,17.10%,,,,-,N/A,Fall 2006,NR,NR,2008-09,NA,NA
2009,Oxford,2260000,47,24,51.10%,81,8,9.90%,277,138,49.80%,,,,-,N/A,Fall 2006,44,81.5,2008-09,-,-
2009,Palmer,2270000,12,4,33.30%,70,9,12.90%,307,140,45.60%,,,,-,N/A,Spring 2008,34,69.4,2006-07,-,-
2009,Peabody,2290000,101,62,61.40%,334,24,7.20%,1075,640,59.50%,,,,-,N/A,Spring 2007,179,77.8,2008-09,27,100%
2009,Pelham,2300000,NA,NA,NA,NA,NA,NA,26,18,69.20%,,,,-,N/A,Fall 2006,-,-,2008-09,NA,NA
2009,Pembroke,2310000,31,24,77.40%,96,1,1%,408,273,66.90%,,,,-,N/A,Spring 2009,71,78,2007-08,-,-
2009,Petersham,2340000,NA,NA,NA,NA,NA,NA,9,5,55.60%,,,,-,N/A,Spring 2007,-,-,2008-09,NA,NA
2009,Pittsfield,2360000,110,59,53.60%,376,32,8.50%,961,556,57.90%,,,,-,N/A,Fall 2006,41,68.3,2008-09,42,82.40%
2009,Plainville,2380000,NA,NA,NA,NA,NA,NA,96,55,57.30%,,,,-,N/A,Spring 2007,16,80,2008-09,NA,NA
2009,Plymouth,2390000,121,82,67.80%,406,16,3.90%,1319,854,64.70%,,,,-,N/A,Spring 2007,223,81.1,2008-09,45,95.70%
2009,Plympton,2400000,NA,NA,NA,NA,NA,NA,32,28,87.50%,,,,-,N/A,Fall 2006,-,-,2008-09,NA,NA
2009,Provincetown,2420000,9,6,66.70%,21,2,9.50%,38,25,65.80%,,,,-,N/A,Spring 2009,7,100,2007-08,-,-
2009,Quincy,2430000,143,99,69.20%,409,14,3.40%,1277,617,48.30%,,,,-,N/A,Spring 2007,174,79.5,2008-09,43,93.50%
2009,Randolph,2440000,53,28,52.80%,133,20,15%,600,226,37.70%,,,,-,N/A,Fall 2006,76,75.2,2008-09,14,100%
2009,Reading,2460000,74,61,82.40%,205,6,2.90%,730,457,62.60%,,,,-,N/A,Spring 2008,133,79.6,2006-07,15,100%
2009,Revere,2480000,70,29,41.40%,177,20,11.30%,804,247,30.70%,,,,-,N/A,Spring 2008,90,78.9,2006-07,16,84.20%
2009,Richmond,2490000,1,-,-,NA,NA,NA,17,9,52.90%,,,,-,N/A,Spring 2009,9,100,2007-08,NA,NA
2009,Rochester,2500000,NA,NA,NA,NA,NA,NA,79,73,92.40%,,,,-,N/A,Spring 2008,11,84.6,2006-07,NA,NA
2009,Rockland,2510000,19,11,57.90%,65,8,12.30%,371,207,55.80%,,,,-,N/A,Spring 2007,48,82.8,2008-09,-,-
2009,Rockport,2520000,21,19,90.50%,71,1,1.40%,180,136,75.60%,,,,-,N/A,Spring 2008,33,91.7,2006-07,-,-
2009,Rowe,2530000,NA,NA,NA,NA,NA,NA,2,-,-,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Salem,2580000,96,53,55.20%,249,26,10.40%,994,568,57.10%,,,,-,N/A,Spring 2009,117,77,2007-08,-,-
2009,Sandwich,2610000,44,35,79.50%,134,4,3%,518,321,62%,,,,-,N/A,Spring 2008,84,77.1,2008-09,NR,NR
2009,Saugus,2620000,42,23,54.80%,103,8,7.80%,385,212,55.10%,,,,-,N/A,Spring 2009,49,67.1,2007-08,10,90.90%
2009,South Shore Regional Vocational Technical,8730000,50,47,94%,172,0,0%,172,65,37.80%,,,,-,N/A,Spring 2008,23,82.1,2006-07,27,96.40%
2009,Savoy,2630000,NA,NA,NA,NA,NA,NA,2,-,-,,,,-,N/A,Spring 2009,-,-,2007-08,NA,NA
2009,Scituate,2640000,38,22,57.90%,107,1,0.90%,380,312,82.10%,,,,-,N/A,Spring 2008,72,83.7,2006-07,19,100%
2009,Seekonk,2650000,27,14,51.90%,76,5,6.60%,250,78,31.20%,,,,-,N/A,Spring 2009,61,82.4,2007-08,-,-
2009,Sharon,2660000,43,33,76.70%,95,1,1.10%,448,316,70.50%,,,,-,N/A,Spring 2009,73,76,2007-08,27,93.10%
2009,Sherborn,2690000,NA,NA,NA,NA,NA,NA,50,47,94%,,,,-,N/A,Spring 2007,12,66.7,2008-09,NA,NA
2009,Shirley,2700000,1,-,-,NA,NA,NA,95,53,55.80%,,,,-,N/A,Spring 2009,18,78.3,2007-08,0,0%
2009,Shrewsbury,2710000,89,78,87.60%,236,5,2.10%,910,897,98.60%,,,,-,N/A,Fall 2006,139,75.1,2008-09,31,96.90%
2009,Shutesbury,2720000,NA,NA,NA,NA,NA,NA,18,15,83.30%,,,,-,N/A,Fall 2006,-,-,2008-09,NA,NA
2009,Somerset,2730000,20,14,70%,65,0,0%,296,195,65.90%,,,,-,N/A,Fall 2006,53,86.9,2008-09,-,-
2009,Somerville,2740000,117,79,67.50%,297,21,7.10%,1032,645,62.50%,,,,-,N/A,Spring 2008,81,84.4,2006-07,31,88.60%
2009,Southampton,2750000,NA,NA,NA,NA,NA,NA,86,68,79.10%,,,,-,N/A,Spring 2007,18,78.3,2008-09,NA,NA
2009,Southborough,2760000,2,-,-,NA,NA,NA,190,119,62.60%,,,,-,N/A,Fall 2006,38,79.2,2008-09,NA,NA
2009,Southbridge,2770000,48,13,27.10%,64,5,7.80%,311,203,65.30%,,,,-,N/A,Fall 2006,32,66.7,2008-09,-,-
2009,South Hadley,2780000,49,37,75.50%,113,4,3.50%,317,217,68.50%,,,,-,N/A,Spring 2008,60,84.5,2006-07,-,-
2009,Springfield,2810000,522,180,34.50%,1689,189,11.20%,5527,1494,27%,,,,-,N/A,Spring 2009,404,69.5,2007-08,18,72%
2009,Stoneham,2840000,49,31,63.30%,130,13,10%,458,335,73.10%,,,,-,N/A,Fall 2006,72,80.9,2008-09,15,78.90%
2009,Stoughton,2850000,49,34,69.40%,147,8,5.40%,558,374,67%,,,,-,N/A,Spring 2007,61,85.9,2008-09,-,-
2009,Sturbridge,2870000,NA,NA,NA,NA,NA,NA,106,51,48.10%,,,,-,N/A,Spring 2008,10,58.8,2008-09,NA,NA
2009,Sudbury,2880000,NA,NA,NA,NA,NA,NA,418,283,67.70%,,,,-,N/A,Spring 2007,123,86.6,2008-09,NA,NA
2009,Sunderland,2890000,NA,NA,NA,NA,NA,NA,23,9,39.10%,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Sutton,2900000,9,7,77.80%,38,2,5.30%,273,205,75.10%,,,,-,N/A,Spring 2008,56,81.2,2006-07,-,-
2009,Swampscott,2910000,43,32,74.40%,115,1,0.90%,309,203,65.70%,,,,-,N/A,Spring 2008,50,79.4,2006-07,14,93.30%
2009,Swansea,2920000,17,15,88.20%,56,1,1.80%,283,166,58.70%,,,,-,N/A,Spring 2007,53,89.8,2008-09,9,81.80%
2009,Taunton,2930000,96,50,52.10%,240,27,11.30%,1220,407,33.40%,,,,-,N/A,Spring 2007,101,82.1,2008-09,12,75%
2009,Tewksbury,2950000,42,29,69%,121,5,4.10%,697,309,44.30%,,,,-,N/A,Spring 2009,85,72,2007-08,14,100%
2009,Tisbury,2960000,NA,NA,NA,NA,NA,NA,39,34,87.20%,,,,-,N/A,Spring 2009,-,-,2007-08,NA,NA
2009,Topsfield,2980000,NA,NA,NA,NA,NA,NA,99,59,59.60%,,,,-,N/A,Fall 2006,15,93.8,2008-09,NA,NA
2009,Truro,3000000,NA,NA,NA,NA,NA,NA,18,15,83.30%,,,,-,N/A,Fall 2006,-,-,2008-09,NA,NA
2009,Tyngsborough,3010000,26,21,80.80%,34,0,0%,242,203,83.90%,,,,-,N/A,Fall 2006,43,86,2008-09,-,-
2009,Uxbridge,3040000,19,12,63.20%,51,0,0%,252,169,67.10%,,,,-,N/A,Fall 2006,35,74.5,2008-09,-,-
2009,Wakefield,3050000,46,35,76.10%,128,1,0.80%,509,363,71.30%,,,,-,N/A,Spring 2008,93,83,2006-07,-,-
2009,Wales,3060000,NA,NA,NA,NA,NA,NA,27,9,33.30%,,,,-,N/A,Spring 2008,-,-,2006-07,NA,NA
2009,Walpole,3070000,63,48,76.20%,166,8,4.80%,577,427,74%,,,,-,N/A,Spring 2008,120,78.9,2006-07,22,95.70%
2009,Waltham,3080000,86,51,59.30%,277,14,5.10%,920,142,15.40%,,,,-,N/A,Spring 2007,80,73.4,2008-09,58,93.50%
2009,Ware,3090000,21,5,23.80%,53,4,7.50%,208,141,67.80%,,,,-,N/A,Fall 2006,22,64.7,2008-09,-,-
2009,Wareham,3100000,51,35,68.60%,144,10,6.90%,515,302,58.60%,,,,-,N/A,Spring 2008,58,70.7,2006-07,11,84.60%
2009,Watertown,3140000,43,33,76.70%,103,7,6.80%,408,286,70.10%,,,,-,N/A,Spring 2007,72,80,2008-09,34,100%
