Web link,URN,Provision type,Registration Status,Name,Address 1,Address 2,Town,County,Postcode,Government Office Region,Local authority,Sector,Places,Event type,Inspection date,Event number,Overall effectiveness,Outcomes for children and young people,Quality of care,Safeguarding children and young people,Leadership and management
Ofsted Social Care Provider Webpage,SC469396,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,4,Full inspection,19/05/2016,10014816,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC469411,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Bury,Private,4,Interim inspection,31/08/2016,10016918,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC469467,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Telford and Wrekin,Private,4,Monitoring inspection,13/09/2016,10022660,,,,,
Ofsted Social Care Provider Webpage,SC469467,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Telford and Wrekin,Private,4,Full inspection,28/07/2016,10014818,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC469627,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cheshire East,Voluntary,4,Interim inspection,04/08/2016,10016920,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC469686,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,3,Monitoring inspection,12/08/2016,10021740,,,,,
Ofsted Social Care Provider Webpage,SC469686,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Staffordshire,Private,3,Full inspection,12/07/2016,10014820,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC469761,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Telford and Wrekin,Private,3,Full inspection,13/07/2016,10014821,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC470284,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Sandwell,Private,3,Full inspection,15/06/2016,10014824,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC470457,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,3,Full inspection,08/09/2016,10014827,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC470513,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Local Authority,52,Interim inspection,14/07/2016,10016930,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC470645,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Hertfordshire,Private,4,Full inspection,25/05/2016,10014831,Good,,,Requires improvement,Good
Ofsted Social Care Provider Webpage,SC363398,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Blackpool,Private,7,Full inspection,16/08/2016,10014041,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1222089,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Private,4,Full inspection,28/04/2016,10018368,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1222092,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,2,Full inspection,26/05/2016,10018225,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,1223201,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Leeds,Local Authority,4,Full inspection,09/06/2016,10019082,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,1223501,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,4,Full inspection,20/07/2016,10018261,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,1224093,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Hertfordshire,Private,4,Full inspection,11/05/2016,10015201,Requires improvement,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,1224251,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Wigan,Private,2,Full inspection,01/09/2016,10018934,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1224663,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Leicestershire,Private,3,Full inspection,07/04/2016,10018050,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1224674,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Rutland,Private,5,Full inspection,27/04/2016,10018138,Good,,,Good,Good
Ofsted Social Care Provider Webpage,1225887,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,2,Full inspection,27/04/2016,10018839,Requires improvement,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,1226495,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,West Sussex,Private,6,Full inspection,07/09/2016,10018377,Good,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC450994,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,4,Interim inspection,28/04/2016,10016696,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC451152,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,4,Full inspection,25/08/2016,10014599,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC451174,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Manchester,Private,2,Full inspection,24/08/2016,10014600,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC451511,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Southampton,Private,7,Full inspection,11/05/2016,10014602,Requires improvement,,,Requires improvement,Inadequate
Ofsted Social Care Provider Webpage,SC451819,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Wiltshire,Private,4,Full inspection,29/07/2016,10014603,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC452009,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Somerset,Private,1,Full inspection,01/07/2016,10014604,Requires improvement,,,Requires improvement,Inadequate
Ofsted Social Care Provider Webpage,SC452461,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Norfolk,Private,8,Full inspection,14/06/2016,10014607,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC452713,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South Gloucestershire,Private,4,Full inspection,06/09/2016,10022432,Requires improvement,,,Requires improvement,Inadequate
Ofsted Social Care Provider Webpage,SC452713,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South Gloucestershire,Private,4,Monitoring inspection,03/08/2016,10021958,,,,,
Ofsted Social Care Provider Webpage,SC452713,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South Gloucestershire,Private,4,Monitoring inspection,05/07/2016,10021229,,,,,
Ofsted Social Care Provider Webpage,SC452713,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,South Gloucestershire,Private,4,Full inspection,01/06/2016,10014608,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC453726,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,4,Full inspection,25/08/2016,10014610,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC453726,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Birmingham,Private,4,Interim inspection,01/04/2016,2459357,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC454035,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Knowsley,Private,5,Full inspection,06/07/2016,10014611,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC457507,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Wirral,Private,3,Monitoring inspection,27/06/2016,10021002,,,,,
Ofsted Social Care Provider Webpage,SC457507,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Wirral,Private,3,Full inspection,26/05/2016,10014698,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC457554,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Sefton,Private,1,Interim inspection,12/05/2016,10016801,Not judged,,,,
Ofsted Social Care Provider Webpage,SC457560,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Wirral,Private,2,Full inspection,09/06/2016,10014702,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC457573,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Durham,Private,3,Full inspection,05/05/2016,10014704,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC457621,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Northamptonshire,Private,3,Full inspection,21/09/2016,10014705,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC457639,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Kent,Private,7,Full inspection,07/07/2016,10014706,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC457780,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Brent,Local Authority,8,Full inspection,02/09/2016,10014708,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC457923,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Herefordshire,Private,4,Full inspection,10/08/2016,10014710,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC458025,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Stoke-on-Trent,Local Authority,2,Full inspection,06/07/2016,10014712,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC458070,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Gloucestershire,Private,40,Full inspection,22/09/2016,10021402,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC458070,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Gloucestershire,Private,40,Monitoring inspection,02/08/2016,10021401,,,,,
Ofsted Social Care Provider Webpage,SC458070,Residential special school (registered as a children's home),Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Gloucestershire,Private,40,Full inspection,22/06/2016,10014715,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC458141,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Hertfordshire,Local Authority,6,Full inspection,08/09/2016,10014717,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC040733,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Salford,Local Authority,4,Full inspection,22/06/2016,10013651,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC040785,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Sefton,Private,2,Interim inspection,08/07/2016,10015741,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC040926,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Wigan,Local Authority,6,Full inspection,11/08/2016,10013654,Outstanding,,,Outstanding,Good
Ofsted Social Care Provider Webpage,SC041018,Children's home,Resigned,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Wigan,Local Authority,6,Interim inspection,01/06/2016,10015744,Not judged,,,,
Ofsted Social Care Provider Webpage,SC041887,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Croydon,Local Authority,7,Full inspection,27/07/2016,10013659,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC389180,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Southampton,Private,6,Interim inspection,30/09/2016,10016270,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC389183,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South East,Southampton,Private,3,Interim inspection,02/09/2016,10016271,Improved effectiveness,,,,
Ofsted Social Care Provider Webpage,SC389649,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Manchester,Private,3,Interim inspection,03/08/2016,10016272,Sustained effectiveness,,,,
Ofsted Social Care Provider Webpage,SC389781,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Tower Hamlets,Private,8,Full inspection,24/08/2016,10014184,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC390190,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottinghamshire,Private,3,Full inspection,29/09/2016,10014189,Good,,,Requires improvement,Good
Ofsted Social Care Provider Webpage,SC390293,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,Yorkshire and The Humber,Doncaster,Private,3,Full inspection,06/07/2016,10014190,Good,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC390576,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Wolverhampton,Private,4,Full inspection,07/09/2016,10014192,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC390577,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Rochdale,Private,2,Full inspection,19/05/2016,10014193,Requires improvement,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC390751,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North East,Darlington,Private,5,Full inspection,15/06/2016,10014195,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC391464,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Central Bedfordshire,Local Authority,8,Full inspection,21/09/2016,10014197,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC441865,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottinghamshire,Voluntary,4,Full inspection,14/07/2016,10014543,Inadequate,,,Inadequate,Inadequate
Ofsted Social Care Provider Webpage,SC442401,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,5,Full inspection,27/04/2016,10014547,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC442402,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Lancashire,Private,2,Full inspection,11/05/2016,10014548,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC442777,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Warrington,Local Authority,3,Full inspection,20/07/2016,10014549,Outstanding,,,Outstanding,Outstanding
Ofsted Social Care Provider Webpage,SC442864,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Rochdale,Private,2,Full inspection,24/08/2016,10014552,Outstanding,,,Good,Outstanding
Ofsted Social Care Provider Webpage,SC443009,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East of England,Suffolk,Private,6,Full inspection,08/06/2016,10014554,Requires improvement,,,Requires improvement,Inadequate
Ofsted Social Care Provider Webpage,SC443079,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,South West,Somerset,Private,3,Full inspection,16/05/2016,10014555,Good,,,Requires improvement,Requires improvement
Ofsted Social Care Provider Webpage,SC443337,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,London,Hammersmith and Fulham,Local Authority,7,Full inspection,21/07/2016,10014557,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC443544,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottingham,Private,3,Full inspection,14/07/2016,10014558,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC443549,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,East Midlands,Nottinghamshire,Private,3,Full inspection,26/05/2016,10014559,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC443708,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,West Midlands,Shropshire,Private,4,Full inspection,27/09/2016,10013115,Good,,,Good,Good
Ofsted Social Care Provider Webpage,SC443765,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cumbria,Private,3,Full inspection,15/09/2016,10022118,Good,,,Good,Requires improvement
Ofsted Social Care Provider Webpage,SC443765,Children's home,Active,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,REDACTED,North West,Cumbria,Private,3,Monitoring inspection,03/08/2016,10021957,,,,,
